timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2019-08-16 12:34:10.887,-0.876179,-0.063779,-0.499512,-1.071966,-0.133926,0.047801,6
2019-08-16 12:34:10.907,-0.878597,-0.09257,-0.484548,-0.992813,-0.30316,0.125905,6
2019-08-16 12:34:10.927,-0.901138,-0.078896,-0.484712,-1.065459,-0.32814,0.121596,6
2019-08-16 12:34:10.947,-0.927673,-0.124422,-0.483999,-1.0053,-0.276617,0.160253,6
2019-08-16 12:34:10.967,-0.925064,-0.104575,-0.484374,-1.058816,-0.113122,0.218688,6
2019-08-16 12:34:10.987,-0.90441,-0.11411,-0.485591,-1.015514,-0.135066,0.190635,6
2019-08-16 12:34:11.007,-0.906112,-0.088295,-0.47571,-1.059536,-0.064812,0.161081,6
2019-08-16 12:34:11.027,-0.897074,-0.102309,-0.491131,-1.016025,-0.163657,0.093184,6
2019-08-16 12:34:11.047,-0.886104,-0.091906,-0.495484,-1.049896,-0.233762,0.104256,6
2019-08-16 12:34:11.067,-0.869797,-0.12049,-0.498008,-1.017844,-0.304395,0.081718,6
2019-08-16 12:34:11.087,-0.878933,-0.082103,-0.510301,-1.056495,-0.229654,0.083885,6
2019-08-16 12:34:11.107,-0.871599,-0.103789,-0.494703,-1.020886,-0.238097,0.060387,6
2019-08-16 12:34:11.127,-0.878119,-0.0659,-0.504707,-1.072119,-0.160271,0.079817,6
2019-08-16 12:34:11.147,-0.871691,-0.090265,-0.493934,-1.017451,-0.183327,0.086158,6
2019-08-16 12:34:11.167,-0.885643,-0.065331,-0.487169,-1.058892,-0.190834,0.095663,6
2019-08-16 12:34:11.187,-0.903171,-0.101452,-0.479614,-1.027387,-0.23971,0.095963,6
2019-08-16 12:34:11.207,-0.925233,-0.111816,-0.467108,-1.053107,-0.200085,0.101182,6
2019-08-16 12:34:11.227,-0.928699,-0.135594,-0.439901,-1.021362,-0.247542,0.110818,6
