timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2015-10-20 16:42:37.837560540,-0.982938,-0.135236,0.234602,-1.014996,-0.150783,-0.139088,6
2015-10-20 16:42:37.857560535,-1.032051,-0.12584,0.160307,-0.914906,0.024094,-0.225135,6
2015-10-20 16:42:37.877560530,-0.983753,-0.100442,0.222821,-0.975178,0.004446,-0.108341,6
2015-10-20 16:42:37.897560525,-1.029658,-0.032381,0.164996,-0.887157,0.047303,-0.106215,6
2015-10-20 16:42:37.917560520,-0.938748,-0.038243,0.262613,-0.952987,-0.016462,-0.020754,6
2015-10-20 16:42:37.937560515,-0.948727,-0.037086,0.227266,-0.937556,0.065529,-0.120837,6
2015-10-20 16:42:37.957560510,-0.939819,-0.062051,0.308179,-1.036289,0.101709,-0.164004,6
2015-10-20 16:42:37.977560505,-0.99111,-0.064191,0.245977,-1.003989,0.192664,-0.143952,6
2015-10-20 16:42:37.997560500,-0.946612,-0.088191,0.286523,-1.082739,0.127119,-0.026285,6
2015-10-20 16:42:38.017560495,-0.991653,-0.064756,0.226616,-1.022229,0.122102,-0.091793,6
2015-10-20 16:42:38.037560490,-0.974582,-0.049701,0.270894,-1.06972,0.024324,-0.081046,6
2015-10-20 16:42:38.057560485,-0.998728,-0.010074,0.219762,-0.949301,0.033383,-0.096957,6
2015-10-20 16:42:38.077560480,-0.947986,-0.021847,0.279416,-0.996435,-0.0173,-0.06839,6
2015-10-20 16:42:38.097560475,-0.952217,-0.045181,0.23735,-0.969242,0.015192,-0.115563,6
2015-10-20 16:42:38.117560470,-0.918214,-0.096238,0.279416,-1.019197,0.005514,-0.12968,6
2015-10-20 16:42:38.137560465,-0.973312,-0.101195,0.219054,-0.998272,0.06872,-0.153048,6
2015-10-20 16:42:38.157560460,-0.967032,-0.092983,0.254841,-1.029157,0.072409,-0.10021,6
2015-10-20 16:42:38.177560455,-0.981681,-0.068136,0.212288,-0.954159,0.093654,-0.08805,6
2015-10-20 16:42:38.197560450,-0.946159,-0.071829,0.253849,-0.994472,0.038747,-0.059603,6
2015-10-20 16:42:38.217560445,-0.970779,-0.065077,0.222448,-0.951384,0.067674,-0.092778,6
2015-10-20 16:42:38.237560440,-0.961268,-0.064472,0.26206,-1.000315,0.03589,-0.103822,6
2015-10-20 16:42:38.257560435,-0.98537,-0.067726,0.227462,-0.971577,0.053252,-0.132742,6
2015-10-20 16:42:38.277560430,-0.957178,-0.096605,0.265508,-1.013938,0.042506,-0.107942,6
2015-10-20 16:42:38.297560425,-0.985907,-0.087558,0.225803,-0.981144,0.070408,-0.114342,6
2015-10-20 16:42:38.317560420,-0.953073,-0.097609,0.262052,-1.011833,0.04699,-0.095025,6
