timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2016-11-28 10:44:10.360,-0.987609,0.020606,0.01303,-0.872872,0.010537,-0.477914,6
2016-11-28 10:44:10.380,-0.959293,0.015131,0.015205,-0.805318,-0.02065,-0.382003,6
2016-11-28 10:44:10.400,-0.974737,0.031653,0.05898,-0.884736,-0.050811,-0.380151,6
2016-11-28 10:44:10.420,-0.969981,0.032902,0.069951,-0.877883,-0.029657,-0.256994,6
2016-11-28 10:44:10.440,-0.994866,0.034139,0.100812,-0.979495,-0.011158,-0.30541,6
2016-11-28 10:44:10.460,-1.0022,0.002359,0.079525,-1.022714,0.116756,-0.338314,6
2016-11-28 10:44:10.480,-1.033739,-0.024938,0.072185,-1.138536,0.211956,-0.459416,6
2016-11-28 10:44:10.500,-1.035809,-0.059429,0.028243,-1.022927,0.152203,-0.317149,6
2016-11-28 10:44:10.520,-1.051918,-0.052306,0.027487,-0.989769,5.6e-05,-0.311595,6
2016-11-28 10:44:10.540,-1.019202,-0.003006,0.006934,-0.888175,-0.026106,-0.307715,6
2016-11-28 10:44:10.560,-1.007538,0.034962,0.034536,-0.908433,-0.028691,-0.485363,6
2016-11-28 10:44:10.580,-0.971986,0.030832,0.019817,-0.863105,-0.017969,-0.434895,6
2016-11-28 10:44:10.600,-1.004552,0.037778,0.029978,-0.895989,-0.003831,-0.421384,6
2016-11-28 10:44:10.620,-0.990919,0.026844,0.001832,-0.85779,0.062088,-0.370083,6
2016-11-28 10:44:10.640,-1.000064,0.020764,0.028996,-0.900626,0.084115,-0.422496,6
2016-11-28 10:44:10.660,-0.986992,0.004423,0.025449,-0.884382,0.09821,-0.429805,6
2016-11-28 10:44:10.680,-1.001046,0.004537,0.049035,-0.980454,0.07903,-0.522738,6
2016-11-28 10:44:10.700,-1.005558,-0.002372,0.040957,-0.949073,0.057803,-0.378435,6
2016-11-28 10:44:10.720,-1.022975,-0.013008,0.053625,-0.957406,-0.012231,-0.35977,6
2016-11-28 10:44:10.740,-1.003483,-0.00081,0.038752,-0.922593,0.008492,-0.310241,6
2016-11-28 10:44:10.760,-1.004171,0.001366,0.065155,-0.958297,0.000494,-0.403105,6
2016-11-28 10:44:10.780,-0.993255,-0.017121,0.027002,-0.917588,0.021866,-0.388855,6
2016-11-28 10:44:10.800,-1.004956,0.003516,0.035078,-0.931892,0.040714,-0.440766,6
2016-11-28 10:44:10.820,-0.993036,-0.000141,0.013796,-0.891929,0.064492,-0.424315,6
2016-11-28 10:44:10.840,-1.005019,0.010133,0.016416,-0.919273,0.047496,-0.456511,6
2016-11-28 10:44:10.860,-0.993041,0.017408,0.003369,-0.871955,0.062522,-0.386645,6
2016-11-28 10:44:10.880,-1.004978,0.021144,0.008875,-0.920297,0.032439,-0.441969,6
2016-11-28 10:44:10.900,-0.993102,0.011195,0.004731,-0.909607,0.046279,-0.384426,6
2016-11-28 10:44:10.920,-1.004904,0.00386,0.016688,-0.957512,0.016492,-0.404344,6
2016-11-28 10:44:10.940,-0.993184,0.009343,0.004176,-0.920857,0.030598,-0.358929,6
2016-11-28 10:44:10.960,-1.004818,0.004357,0.016942,-0.950022,0.025325,-0.391776,6
2016-11-28 10:44:10.980,-0.993274,-0.003539,0.00384,-0.919916,0.049468,-0.359156,6
2016-11-28 10:44:11.000,-1.004725,-0.000222,0.017745,-0.943776,0.03082,-0.424583,6
2016-11-28 10:44:11.020,-0.993367,0.003383,-0.001321,-0.90854,0.048439,-0.374772,6
2016-11-28 10:44:11.040,-1.004632,0.006608,-0.001308,-0.94038,0.031406,-0.415681,6
2016-11-28 10:44:11.060,-0.993461,0.013864,-0.010247,-0.908595,0.047897,-0.382753,6
2016-11-28 10:44:11.080,-1.004538,0.012732,-0.000605,-0.941126,0.032069,-0.415378,6
2016-11-28 10:44:11.100,-0.993555,0.001342,-0.006805,-0.903766,0.034696,-0.371307,6
2016-11-28 10:44:11.120,-1.004444,0.003399,0.011362,-0.935794,0.018924,-0.394851,6
2016-11-28 10:44:11.140,-0.993648,0.016739,-0.001133,-0.910278,0.042985,-0.367965,6
2016-11-28 10:44:11.160,-1.004351,0.014278,0.012363,-0.944627,0.03095,-0.410169,6
2016-11-28 10:44:11.180,-0.993741,-0.000515,0.006445,-0.927283,0.062781,-0.366117,6
2016-11-28 10:44:11.200,-1.00426,0.005263,0.015453,-0.945096,0.032751,-0.396862,6
2016-11-28 10:44:11.220,-0.993832,0.000963,0.004493,-0.928808,0.047689,-0.361824,6
2016-11-28 10:44:11.240,-1.004168,0.004705,0.007281,-0.952828,0.031524,-0.394926,6
2016-11-28 10:44:11.260,-0.993923,0.001275,-0.007443,-0.926241,0.048259,-0.354796,6
2016-11-28 10:44:11.280,-1.004077,0.004502,-0.001722,-0.944674,0.031137,-0.391368,6
2016-11-28 10:44:11.300,-0.994014,0.001421,-0.009655,-0.930655,0.048786,-0.341609,6
2016-11-28 10:44:11.320,-1.003986,0.004389,-0.000677,-0.945569,0.029738,-0.38424,6
2016-11-28 10:44:11.340,-0.994107,0.001511,-0.010535,-0.91876,0.056439,-0.353339,6
2016-11-28 10:44:11.360,-1.003893,0.004316,0.000781,-0.934701,0.048919,-0.394416,6
2016-11-28 10:44:11.380,-0.994201,0.001566,-0.01714,-0.914545,0.063063,-0.365307,6
2016-11-28 10:44:11.400,-1.003797,0.004294,-0.01854,-0.928199,0.046474,-0.403051,6
2016-11-28 10:44:11.420,-0.994299,0.001503,-0.02684,-0.911994,0.046735,-0.360232,6
2016-11-28 10:44:11.440,-1.003696,0.004774,-0.010558,-0.936551,0.032783,-0.397231,6
2016-11-28 10:44:11.460,-0.994404,-0.003002,-0.023512,-0.912446,0.04684,-0.361494,6
2016-11-28 10:44:11.480,-1.003586,-0.006128,-0.012653,-0.938799,0.032768,-0.396499,6
2016-11-28 10:44:11.500,-0.994521,-0.013227,-0.005929,-0.923407,0.04674,-0.362058,6
2016-11-28 10:44:11.520,-1.00346,-0.013082,-0.003452,-0.946458,0.033037,-0.396011,6
2016-11-28 10:44:11.540,-0.99466,-0.006009,-0.007933,-0.912545,0.045968,-0.362509,6
2016-11-28 10:44:11.560,-1.003302,0.004449,-0.018151,-0.935964,0.025408,-0.395569,6
2016-11-28 10:44:11.580,-0.994845,-0.006832,-0.024777,-0.913495,0.034027,-0.362967,6
2016-11-28 10:44:11.600,-1.00307,0.006366,-0.003249,-0.94886,0.02953,-0.395056,6
2016-11-28 10:44:11.620,-0.995163,-0.014369,-0.008017,-0.930719,0.047572,-0.363638,6
2016-11-28 10:44:11.640,-1.002562,-0.01042,-0.002485,-0.934965,0.037366,-0.393778,6
2016-11-28 10:44:11.660,-0.996369,-0.014581,-0.008283,-0.905644,0.066114,-0.370006,6
2016-11-28 10:44:11.680,-0.996184,0.005528,-0.002612,-0.937104,0.045558,-0.413748,6
2016-11-28 10:44:11.700,-0.992075,-0.005504,-0.024353,-0.9126,0.065812,-0.373231,6
2016-11-28 10:44:11.720,-1.00456,-0.013199,-0.018436,-0.936763,0.039388,-0.400557,6
2016-11-28 10:44:11.740,-0.994054,-0.012657,-0.009302,-0.927322,0.045964,-0.346817,6
2016-11-28 10:44:11.760,-1.003703,-0.01205,-0.001436,-0.958718,0.032842,-0.379071,6
2016-11-28 10:44:11.780,-0.994547,-0.012806,-0.009957,-0.931549,0.046351,-0.34632,6
